node,job_id,forecast_id,transfer_time,throughput,host_joules,link_joules,total_joules,avg_ci,carbon_emissions
jgoldverg@gmail.com_tacc,3,4,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,415.8510638297872,30.045123847517733
jgoldverg@gmail.com_tacc,2,4,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,415.8510638297872,2773.247442907801
jgoldverg@gmail.com_ccuc,1,5,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,414.70212765957444,2.4781907978723403
jgoldverg@gmail.com_ccuc,3,5,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,414.70212765957444,28.82698164893617
jgoldverg@gmail.com_ccuc,2,5,8669.802534648352,9227430461.10736,6224918.219877515,16898614.942564283,23123532,414.70212765957444,2663.716088723404
jgoldverg@gmail.com_system76,1,5,10.874699596804417,735652505.0449061,7634.039116956703,13705.66421376861,21339,414.70212765957444,2.458146861702127
jgoldverg@gmail.com_system76,3,5,96.60665835969104,8281002713.305717,67817.87416850311,180882.98380139758,248699,414.70212765957444,28.64889012411347
jgoldverg@gmail.com_system76,2,5,8669.802534648352,9227430461.10736,6086201.379323142,16898614.942564283,22984815,414.70212765957444,2647.7365789893615
jgoldverg@gmail.com_tacc,1,5,10.874699596804417,735652505.0449061,8917.253669379625,13705.66421376861,22622,414.70212765957444,2.6059420921985814
jgoldverg@gmail.com_tacc,3,5,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,414.70212765957444,29.962113528368796
jgoldverg@gmail.com_tacc,2,5,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,414.70212765957444,2765.5853624822694
jgoldverg@gmail.com_ccuc,1,6,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,409.72340425531917,2.4484387765957445
jgoldverg@gmail.com_ccuc,3,6,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,409.72340425531917,28.480898138297874
jgoldverg@gmail.com_ccuc,2,6,8669.802534648352,9227430461.10736,6224918.219877515,16898614.942564283,23123532,409.72340425531917,2631.736735957447
jgoldverg@gmail.com_system76,1,6,10.874699596804417,735652505.0449061,7634.039116956703,13705.66421376861,21339,409.72340425531917,2.4286354787234044
jgoldverg@gmail.com_system76,3,6,96.60665835969104,8281002713.305717,67817.87416850311,180882.98380139758,248699,409.72340425531917,28.304944698581558
jgoldverg@gmail.com_system76,2,6,8669.802534648352,9227430461.10736,6086201.379323142,16898614.942564283,22984815,409.72340425531917,2615.949068882979
jgoldverg@gmail.com_tacc,1,6,10.874699596804417,735652505.0449061,8917.253669379625,13705.66421376861,22622,409.72340425531917,2.5746563475177306
jgoldverg@gmail.com_tacc,3,6,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,409.72340425531917,29.602402145390077
jgoldverg@gmail.com_tacc,2,6,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,409.72340425531917,2732.3830139716315
jgoldverg@gmail.com_ccuc,1,7,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,406.4255319148936,2.4287312411347517
jgoldverg@gmail.com_ccuc,3,7,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,406.4255319148936,28.251654787234045
jgoldverg@gmail.com_ccuc,2,7,8669.802534648352,9227430461.10736,6224918.219877515,16898614.942564283,23123532,406.4255319148936,2610.5538313475176
jgoldverg@gmail.com_system76,1,7,10.874699596804417,735652505.0449061,7634.039116956703,13705.66421376861,21339,406.4255319148936,2.4090873404255317
jgoldverg@gmail.com_system76,3,7,96.60665835969104,8281002713.305717,67817.87416850311,180882.98380139758,248699,406.4255319148936,28.07711760047281
jgoldverg@gmail.com_system76,2,7,8669.802534648352,9227430461.10736,6086201.379323142,16898614.942564283,22984815,406.4255319148936,2594.893239539007
jgoldverg@gmail.com_tacc,1,7,10.874699596804417,735652505.0449061,8917.253669379625,13705.66421376861,22622,406.4255319148936,2.5539328841607567
jgoldverg@gmail.com_tacc,3,7,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,406.4255319148936,29.36413178486998
jgoldverg@gmail.com_tacc,2,7,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,406.4255319148936,2710.3900053427897
jgoldverg@gmail.com_ccuc,1,8,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,404.48936170212767,2.417161010638298
jgoldverg@gmail.com_ccuc,3,8,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,404.48936170212767,28.11706675531915
jgoldverg@gmail.com_ccuc,2,8,8669.802534648352,9227430461.10736,6224918.219877515,16898614.942564283,23123532,404.48936170212767,2598.1174163829787
jgoldverg@gmail.com_system76,1,8,10.874699596804417,735652505.0449061,7634.039116956703,13705.66421376861,21339,404.48936170212767,2.3976106914893616
jgoldverg@gmail.com_system76,3,8,96.60665835969104,8281002713.305717,67817.87416850311,180882.98380139758,248699,404.48936170212767,27.943361046099287
jgoldverg@gmail.com_system76,2,8,8669.802534648352,9227430461.10736,6086201.379323142,16898614.942564283,22984815,404.48936170212767,2582.531430053192
jgoldverg@gmail.com_tacc,1,8,10.874699596804417,735652505.0449061,8917.253669379625,13705.66421376861,22622,404.48936170212767,2.541766205673759
jgoldverg@gmail.com_tacc,3,8,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,404.48936170212767,29.2242440248227
jgoldverg@gmail.com_tacc,2,8,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,404.48936170212767,2697.477980921986
jgoldverg@gmail.com_ccuc,1,9,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,404.5531914893617,2.4175424468085107
jgoldverg@gmail.com_ccuc,3,9,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,404.5531914893617,28.12150372340426
jgoldverg@gmail.com_ccuc,2,9,8669.802534648352,9227430461.10736,6224918.219877515,16898614.942564283,23123532,404.5531914893617,2598.5274080851063
jgoldverg@gmail.com_system76,1,9,10.874699596804417,735652505.0449061,7634.039116956703,13705.66421376861,21339,404.5531914893617,2.3979890425531916
jgoldverg@gmail.com_system76,3,9,96.60665835969104,8281002713.305717,67817.87416850311,180882.98380139758,248699,404.5531914893617,27.94777060283688
jgoldverg@gmail.com_system76,2,9,8669.802534648352,9227430461.10736,6086201.379323142,16898614.942564283,22984815,404.5531914893617,2582.9389622340427
jgoldverg@gmail.com_tacc,1,9,10.874699596804417,735652505.0449061,8917.253669379625,13705.66421376861,22622,404.5531914893617,2.5421673049645395
jgoldverg@gmail.com_tacc,3,9,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,404.5531914893617,29.22885570921986
jgoldverg@gmail.com_tacc,2,9,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,404.5531914893617,2697.903652056738
jgoldverg@gmail.com_ccuc,1,10,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,406.9574468085106,2.4319098758865247
jgoldverg@gmail.com_ccuc,3,10,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,406.9574468085106,28.288629521276597
jgoldverg@gmail.com_ccuc,2,10,8669.802534648352,9227430461.10736,6224918.219877515,16898614.942564283,23123532,406.9574468085106,2613.970428865248
jgoldverg@gmail.com_system76,1,10,10.874699596804417,735652505.0449061,7634.039116956703,13705.66421376861,21339,406.9574468085106,2.4122402659574465
jgoldverg@gmail.com_system76,3,10,96.60665835969104,8281002713.305717,67817.87416850311,180882.98380139758,248699,406.9574468085106,28.113863906619383
jgoldverg@gmail.com_system76,2,10,8669.802534648352,9227430461.10736,6086201.379323142,16898614.942564283,22984815,406.9574468085106,2598.2893410460993
jgoldverg@gmail.com_tacc,1,10,10.874699596804417,735652505.0449061,8917.253669379625,13705.66421376861,22622,406.9574468085106,2.557275378250591
jgoldverg@gmail.com_tacc,3,10,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,406.9574468085106,29.40256248817967
jgoldverg@gmail.com_tacc,2,10,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,406.9574468085106,2713.937264799054
jgoldverg@gmail.com_ccuc,1,11,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,408.70212765957444,2.44233579787234
jgoldverg@gmail.com_ccuc,3,11,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,408.70212765957444,28.409906648936172
jgoldverg@gmail.com_ccuc,2,11,8669.802534648352,9227430461.10736,6224918.219877515,16898614.942564283,23123532,408.70212765957444,2625.176868723404
jgoldverg@gmail.com_system76,1,11,10.874699596804417,735652505.0449061,7634.039116956703,13705.66421376861,21339,408.70212765957444,2.4225818617021275
jgoldverg@gmail.com_system76,3,11,96.60665835969104,8281002713.305717,67817.87416850311,180882.98380139758,248699,408.70212765957444,28.234391790780137
jgoldverg@gmail.com_system76,2,11,8669.802534648352,9227430461.10736,6086201.379323142,16898614.942564283,22984815,408.70212765957444,2609.4285539893617
jgoldverg@gmail.com_tacc,1,11,10.874699596804417,735652505.0449061,8917.253669379625,13705.66421376861,22622,408.70212765957444,2.568238758865248
jgoldverg@gmail.com_tacc,3,11,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,408.70212765957444,29.528615195035464
jgoldverg@gmail.com_tacc,2,11,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,408.70212765957444,2725.5722758156026
jgoldverg@gmail.com_ccuc,1,12,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,411.27659574468083,2.457720390070922
jgoldverg@gmail.com_ccuc,3,12,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,411.27659574468083,28.58886436170213
jgoldverg@gmail.com_ccuc,2,12,8669.802534648352,9227430461.10736,6224918.219877515,16898614.942564283,23123532,411.27659574468083,2641.7132007092196
jgoldverg@gmail.com_system76,1,12,10.874699596804417,735652505.0449061,7634.039116956703,13705.66421376861,21339,411.27659574468083,2.4378420212765954
jgoldverg@gmail.com_system76,3,12,96.60665835969104,8281002713.305717,67817.87416850311,180882.98380139758,248699,411.27659574468083,28.412243912529547
jgoldverg@gmail.com_system76,2,12,8669.802534648352,9227430461.10736,6086201.379323142,16898614.942564283,22984815,411.27659574468083,2625.865685283688
jgoldverg@gmail.com_tacc,1,12,10.874699596804417,735652505.0449061,8917.253669379625,13705.66421376861,22622,411.27659574468083,2.584416430260047
jgoldverg@gmail.com_tacc,3,12,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,411.27659574468083,29.714619799054375
jgoldverg@gmail.com_tacc,2,12,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,411.27659574468083,2742.7410115839243
jgoldverg@gmail.com_ccuc,1,13,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,401.17021276595744,2.397326329787234
jgoldverg@gmail.com_ccuc,3,13,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,401.17021276595744,27.886344414893617
jgoldverg@gmail.com_ccuc,2,13,8669.802534648352,9227430461.10736,6224918.219877515,16898614.942564283,23123532,401.17021276595744,2576.7978478723403
jgoldverg@gmail.com_system76,1,13,10.874699596804417,735652505.0449061,7634.039116956703,13705.66421376861,21339,401.17021276595744,2.3779364361702124
jgoldverg@gmail.com_system76,3,13,96.60665835969104,8281002713.305717,67817.87416850311,180882.98380139758,248699,401.17021276595744,27.71406409574468
jgoldverg@gmail.com_system76,2,13,8669.802534648352,9227430461.10736,6086201.379323142,16898614.942564283,22984815,401.17021276595744,2561.339756648936
jgoldverg@gmail.com_tacc,1,13,10.874699596804417,735652505.0449061,8917.253669379625,13705.66421376861,22622,401.17021276595744,2.5209090425531917
jgoldverg@gmail.com_tacc,3,13,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,401.17021276595744,28.984436436170217
jgoldverg@gmail.com_tacc,2,13,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,401.17021276595744,2675.3430819148934
jgoldverg@gmail.com_ccuc,1,14,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,389.3829787234043,2.326887783687943
jgoldverg@gmail.com_ccuc,3,14,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,389.3829787234043,27.06698430851064
jgoldverg@gmail.com_ccuc,2,14,8669.802534648352,9227430461.10736,6224918.219877515,16898614.942564283,23123532,389.3829787234043,2501.0860468794326
jgoldverg@gmail.com_system76,1,14,10.874699596804417,735652505.0449061,7634.039116956703,13705.66421376861,21339,389.3829787234043,2.308067606382979
jgoldverg@gmail.com_system76,3,14,96.60665835969104,8281002713.305717,67817.87416850311,180882.98380139758,248699,389.3829787234043,26.899765951536644
jgoldverg@gmail.com_system76,2,14,8669.802534648352,9227430461.10736,6086201.379323142,16898614.942564283,22984815,389.3829787234043,2486.082147251773
jgoldverg@gmail.com_tacc,1,14,10.874699596804417,735652505.0449061,8917.253669379625,13705.66421376861,22622,389.3829787234043,2.446839373522459
jgoldverg@gmail.com_tacc,3,14,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,389.3829787234043,28.13281205082743
jgoldverg@gmail.com_tacc,2,14,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,389.3829787234043,2596.7358123640665
jgoldverg@gmail.com_ccuc,1,15,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,381.8723404255319,2.2820054609929077
jgoldverg@gmail.com_ccuc,3,15,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,381.8723404255319,26.544901063829787
jgoldverg@gmail.com_ccuc,2,15,8669.802534648352,9227430461.10736,6224918.219877515,16898614.942564283,23123532,381.8723404255319,2452.8436899290778
jgoldverg@gmail.com_system76,1,15,10.874699596804417,735652505.0449061,7634.039116956703,13705.66421376861,21339,381.8723404255319,2.2635482978723402
jgoldverg@gmail.com_system76,3,15,96.60665835969104,8281002713.305717,67817.87416850311,180882.98380139758,248699,381.8723404255319,26.38090810874704
jgoldverg@gmail.com_system76,2,15,8669.802534648352,9227430461.10736,6086201.379323142,16898614.942564283,22984815,381.8723404255319,2438.129193971631
jgoldverg@gmail.com_tacc,1,15,10.874699596804417,735652505.0449061,8917.253669379625,13705.66421376861,22622,381.8723404255319,2.3996433569739954
jgoldverg@gmail.com_tacc,3,15,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,381.8723404255319,27.590170520094563
jgoldverg@gmail.com_tacc,2,15,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,381.8723404255319,2546.6485088416075
jgoldverg@gmail.com_ccuc,1,16,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,380.0,2.2708166666666667
jgoldverg@gmail.com_ccuc,3,16,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,380.0,26.41475
jgoldverg@gmail.com_ccuc,2,16,8669.802534648352,9227430461.10736,6224918.219877515,16898614.942564283,23123532,380.0,2440.817266666667
jgoldverg@gmail.com_system76,1,16,10.874699596804417,735652505.0449061,7634.039116956703,13705.66421376861,21339,380.0,2.25245
jgoldverg@gmail.com_system76,3,16,96.60665835969104,8281002713.305717,67817.87416850311,180882.98380139758,248699,380.0,26.25156111111111
jgoldverg@gmail.com_system76,2,16,8669.802534648352,9227430461.10736,6086201.379323142,16898614.942564283,22984815,380.0,2426.174916666667
jgoldverg@gmail.com_tacc,1,16,10.874699596804417,735652505.0449061,8917.253669379625,13705.66421376861,22622,380.0,2.3878777777777778
jgoldverg@gmail.com_tacc,3,16,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,380.0,27.45489444444445
jgoldverg@gmail.com_tacc,2,16,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,380.0,2534.1621555555557
jgoldverg@gmail.com_ccuc,1,17,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,379.51063829787233,2.2678923226950354
jgoldverg@gmail.com_ccuc,3,17,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,379.51063829787233,26.38073324468085
jgoldverg@gmail.com_ccuc,2,17,8669.802534648352,9227430461.10736,6224918.219877515,16898614.942564283,23123532,379.51063829787233,2437.6739969503546
jgoldverg@gmail.com_system76,1,17,10.874699596804417,735652505.0449061,7634.039116956703,13705.66421376861,21339,379.51063829787233,2.249549308510638
jgoldverg@gmail.com_system76,3,17,96.60665835969104,8281002713.305717,67817.87416850311,180882.98380139758,248699,379.51063829787233,26.217754509456263
jgoldverg@gmail.com_system76,2,17,8669.802534648352,9227430461.10736,6086201.379323142,16898614.942564283,22984815,379.51063829787233,2423.050503280142
jgoldverg@gmail.com_tacc,1,17,10.874699596804417,735652505.0449061,8917.253669379625,13705.66421376861,22622,379.51063829787233,2.38480268321513
jgoldverg@gmail.com_tacc,3,17,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,379.51063829787233,27.41953819739953
jgoldverg@gmail.com_tacc,2,17,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,379.51063829787233,2530.898676855792
jgoldverg@gmail.com_ccuc,1,18,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,379.6170212765957,2.26852804964539
jgoldverg@gmail.com_ccuc,3,18,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,379.6170212765957,26.38812819148936
jgoldverg@gmail.com_ccuc,2,18,8669.802534648352,9227430461.10736,6224918.219877515,16898614.942564283,23123532,379.6170212765957,2438.3573164539007
jgoldverg@gmail.com_system76,1,18,10.874699596804417,735652505.0449061,7634.039116956703,13705.66421376861,21339,379.6170212765957,2.250179893617021
jgoldverg@gmail.com_system76,3,18,96.60665835969104,8281002713.305717,67817.87416850311,180882.98380139758,248699,379.6170212765957,26.225103770685575
jgoldverg@gmail.com_system76,2,18,8669.802534648352,9227430461.10736,6086201.379323142,16898614.942564283,22984815,379.6170212765957,2423.7297235815604
jgoldverg@gmail.com_tacc,1,18,10.874699596804417,735652505.0449061,8917.253669379625,13705.66421376861,22622,379.6170212765957,2.385471182033097
jgoldverg@gmail.com_tacc,3,18,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,379.6170212765957,27.427224338061468
jgoldverg@gmail.com_tacc,2,18,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,379.6170212765957,2531.6081287470447
jgoldverg@gmail.com_ccuc,1,19,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,379.17021276595744,2.2658579964539007
jgoldverg@gmail.com_ccuc,3,19,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,379.17021276595744,26.35706941489362
jgoldverg@gmail.com_ccuc,2,19,8669.802534648352,9227430461.10736,6224918.219877515,16898614.942564283,23123532,379.17021276595744,2435.4873745390073
jgoldverg@gmail.com_system76,1,19,10.874699596804417,735652505.0449061,7634.039116956703,13705.66421376861,21339,379.17021276595744,2.247531436170213
jgoldverg@gmail.com_system76,3,19,96.60665835969104,8281002713.305717,67817.87416850311,180882.98380139758,248699,379.17021276595744,26.194236873522456
jgoldverg@gmail.com_system76,2,19,8669.802534648352,9227430461.10736,6086201.379323142,16898614.942564283,22984815,379.17021276595744,2420.876998315603
jgoldverg@gmail.com_tacc,1,19,10.874699596804417,735652505.0449061,8917.253669379625,13705.66421376861,22622,379.17021276595744,2.382663486997636
jgoldverg@gmail.com_tacc,3,19,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,379.17021276595744,27.394942547281325
jgoldverg@gmail.com_tacc,2,19,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,379.17021276595744,2528.6284308037825
jgoldverg@gmail.com_ccuc,1,20,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,382.02127659574467,2.282895478723404
jgoldverg@gmail.com_ccuc,3,20,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,382.02127659574467,26.555253989361702
jgoldverg@gmail.com_ccuc,2,20,8669.802534648352,9227430461.10736,6224918.219877515,16898614.942564283,23123532,382.02127659574467,2453.8003372340427
jgoldverg@gmail.com_system76,1,20,10.874699596804417,735652505.0449061,7634.039116956703,13705.66421376861,21339,382.02127659574467,2.2644311170212763
jgoldverg@gmail.com_system76,3,20,96.60665835969104,8281002713.305717,67817.87416850311,180882.98380139758,248699,382.02127659574467,26.39119707446808
jgoldverg@gmail.com_system76,2,20,8669.802534648352,9227430461.10736,6086201.379323142,16898614.942564283,22984815,382.02127659574467,2439.080102393617
jgoldverg@gmail.com_tacc,1,20,10.874699596804417,735652505.0449061,8917.253669379625,13705.66421376861,22622,382.02127659574467,2.400579255319149
jgoldverg@gmail.com_tacc,3,20,96.60665835969104,8281002713.305717,79217.45985494665,180882.98380139758,260099,382.02127659574467,27.60093111702128
jgoldverg@gmail.com_tacc,2,20,8669.802534648352,9227430461.10736,7109238.078411646,16898614.942564283,24007852,382.02127659574467,2547.6417414893617
jgoldverg@gmail.com_ccuc,1,21,10.874699596804417,735652505.0449061,7808.034310505574,13705.66421376861,21513,389.468085106383,2.327396365248227
jgoldverg@gmail.com_ccuc,3,21,96.60665835969104,8281002713.305717,69363.58070225817,180882.98380139758,250245,389.468085106383,27.07290026595745
