,node,job_id,forecast_id,transfer_time,throughput,host_joules,link_joules,total_joules,avg_ci,carbon_emissions
58,jgoldverg@gmail.com_system76,3,9,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,455.92857142857144,19.12721674603175
59,jgoldverg@gmail.com_system76,2,9,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,455.92857142857144,1767.2138440873018
60,jgoldverg@gmail.com_ccuc,1,10,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,468.7857142857143,1.6928373015873015
61,jgoldverg@gmail.com_ccuc,3,10,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,468.7857142857143,19.66660246031746
62,jgoldverg@gmail.com_ccuc,2,10,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,468.7857142857143,1817.049108373016
63,jgoldverg@gmail.com_system76,1,10,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,468.7857142857143,1.6928373015873015
64,jgoldverg@gmail.com_system76,3,10,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,468.7857142857143,19.66660246031746
65,jgoldverg@gmail.com_system76,2,10,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,468.7857142857143,1817.049108373016
66,jgoldverg@gmail.com_ccuc,1,11,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,476.2142857142857,1.7196626984126984
67,jgoldverg@gmail.com_ccuc,3,11,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,476.2142857142857,19.978247539682542
68,jgoldverg@gmail.com_ccuc,2,11,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,476.2142857142857,1845.8428166269841
69,jgoldverg@gmail.com_system76,1,11,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,476.2142857142857,1.7196626984126984
70,jgoldverg@gmail.com_system76,3,11,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,476.2142857142857,19.978247539682542
71,jgoldverg@gmail.com_system76,2,11,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,476.2142857142857,1845.8428166269841
72,jgoldverg@gmail.com_ccuc,1,12,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,472.92857142857144,1.707797619047619
73,jgoldverg@gmail.com_ccuc,3,12,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,472.92857142857144,19.840404523809525
74,jgoldverg@gmail.com_ccuc,2,12,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,472.92857142857144,1833.1071379761906
75,jgoldverg@gmail.com_system76,1,12,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,472.92857142857144,1.707797619047619
76,jgoldverg@gmail.com_system76,3,12,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,472.92857142857144,19.840404523809525
77,jgoldverg@gmail.com_system76,2,12,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,472.92857142857144,1833.1071379761906
78,jgoldverg@gmail.com_ccuc,1,13,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,470.7857142857143,1.7000595238095237
79,jgoldverg@gmail.com_ccuc,3,13,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,470.7857142857143,19.750506904761906
80,jgoldverg@gmail.com_ccuc,2,13,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,470.7857142857143,1824.801260595238
81,jgoldverg@gmail.com_system76,1,13,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,470.7857142857143,1.7000595238095237
82,jgoldverg@gmail.com_system76,3,13,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,470.7857142857143,19.750506904761906
83,jgoldverg@gmail.com_system76,2,13,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,470.7857142857143,1824.801260595238
84,jgoldverg@gmail.com_ccuc,1,14,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,464.0,1.6755555555555555
85,jgoldverg@gmail.com_ccuc,3,14,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,464.0,19.46583111111111
86,jgoldverg@gmail.com_ccuc,2,14,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,464.0,1798.4993155555555
87,jgoldverg@gmail.com_system76,1,14,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,464.0,1.6755555555555555
88,jgoldverg@gmail.com_system76,3,14,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,464.0,19.46583111111111
89,jgoldverg@gmail.com_system76,2,14,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,464.0,1798.4993155555555
90,jgoldverg@gmail.com_ccuc,1,15,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,460.42857142857144,1.6626587301587301
91,jgoldverg@gmail.com_ccuc,3,15,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,460.42857142857144,19.31600174603175
92,jgoldverg@gmail.com_ccuc,2,15,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,460.42857142857144,1784.6561865873018
93,jgoldverg@gmail.com_system76,1,15,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,460.42857142857144,1.6626587301587301
94,jgoldverg@gmail.com_system76,3,15,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,460.42857142857144,19.31600174603175
95,jgoldverg@gmail.com_system76,2,15,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,460.42857142857144,1784.6561865873018
96,jgoldverg@gmail.com_ccuc,1,16,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,448.14285714285717,1.6182936507936507
97,jgoldverg@gmail.com_ccuc,3,16,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,448.14285714285717,18.800588730158733
98,jgoldverg@gmail.com_ccuc,2,16,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,448.14285714285717,1737.035822936508
99,jgoldverg@gmail.com_system76,1,16,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,448.14285714285717,1.6182936507936507
100,jgoldverg@gmail.com_system76,3,16,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,448.14285714285717,18.800588730158733
101,jgoldverg@gmail.com_system76,2,16,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,448.14285714285717,1737.035822936508
102,jgoldverg@gmail.com_ccuc,1,17,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,450.07142857142856,1.6252579365079365
103,jgoldverg@gmail.com_ccuc,3,17,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,450.07142857142856,18.881496587301587
104,jgoldverg@gmail.com_ccuc,2,17,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,450.07142857142856,1744.511112579365
105,jgoldverg@gmail.com_system76,1,17,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,450.07142857142856,1.6252579365079365
106,jgoldverg@gmail.com_system76,3,17,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,450.07142857142856,18.881496587301587
107,jgoldverg@gmail.com_system76,2,17,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,450.07142857142856,1744.511112579365
108,jgoldverg@gmail.com_ccuc,1,18,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,443.2142857142857,1.6004960317460317
109,jgoldverg@gmail.com_ccuc,3,18,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,443.2142857142857,18.593824206349208
110,jgoldverg@gmail.com_ccuc,2,18,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,443.2142857142857,1717.9323049603177
111,jgoldverg@gmail.com_system76,1,18,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,443.2142857142857,1.6004960317460317
112,jgoldverg@gmail.com_system76,3,18,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,443.2142857142857,18.593824206349208
113,jgoldverg@gmail.com_system76,2,18,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,443.2142857142857,1717.9323049603177
114,jgoldverg@gmail.com_ccuc,1,19,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,432.2142857142857,1.5607738095238095
115,jgoldverg@gmail.com_ccuc,3,19,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,432.2142857142857,18.132349761904763
116,jgoldverg@gmail.com_ccuc,2,19,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,432.2142857142857,1675.2954677380953
117,jgoldverg@gmail.com_system76,1,19,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,432.2142857142857,1.5607738095238095
118,jgoldverg@gmail.com_system76,3,19,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,432.2142857142857,18.132349761904763
119,jgoldverg@gmail.com_system76,2,19,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,432.2142857142857,1675.2954677380953
120,jgoldverg@gmail.com_ccuc,1,20,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,429.42857142857144,1.5507142857142857
121,jgoldverg@gmail.com_ccuc,3,20,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,429.42857142857144,18.01548285714286
122,jgoldverg@gmail.com_ccuc,2,20,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,429.42857142857144,1664.4978271428572
123,jgoldverg@gmail.com_system76,1,20,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,429.42857142857144,1.5507142857142857
124,jgoldverg@gmail.com_system76,3,20,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,429.42857142857144,18.01548285714286
125,jgoldverg@gmail.com_system76,2,20,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,429.42857142857144,1664.4978271428572
126,jgoldverg@gmail.com_ccuc,1,21,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,428.14285714285717,1.5460714285714285
127,jgoldverg@gmail.com_ccuc,3,21,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,428.14285714285717,17.961544285714286
128,jgoldverg@gmail.com_ccuc,2,21,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,428.14285714285717,1659.5143007142858
129,jgoldverg@gmail.com_system76,1,21,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,428.14285714285717,1.5460714285714285
130,jgoldverg@gmail.com_system76,3,21,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,428.14285714285717,17.961544285714286
131,jgoldverg@gmail.com_system76,2,21,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,428.14285714285717,1659.5143007142858
132,jgoldverg@gmail.com_ccuc,1,22,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,434.35714285714283,1.5685119047619045
133,jgoldverg@gmail.com_ccuc,3,22,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,434.35714285714283,18.222247380952382
134,jgoldverg@gmail.com_ccuc,2,22,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,434.35714285714283,1683.6013451190477
135,jgoldverg@gmail.com_system76,1,22,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,434.35714285714283,1.5685119047619045
136,jgoldverg@gmail.com_system76,3,22,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,434.35714285714283,18.222247380952382
137,jgoldverg@gmail.com_system76,2,22,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,434.35714285714283,1683.6013451190477
138,jgoldverg@gmail.com_ccuc,1,23,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,434.64285714285717,1.5695436507936509
139,jgoldverg@gmail.com_ccuc,3,23,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,434.64285714285717,18.23423373015873
140,jgoldverg@gmail.com_ccuc,2,23,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,434.64285714285717,1684.7087954365081
141,jgoldverg@gmail.com_system76,1,23,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,434.64285714285717,1.5695436507936509
142,jgoldverg@gmail.com_system76,3,23,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,434.64285714285717,18.23423373015873
143,jgoldverg@gmail.com_system76,2,23,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,434.64285714285717,1684.7087954365081
144,jgoldverg@gmail.com_ccuc,1,24,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,413.0,1.4913888888888889
145,jgoldverg@gmail.com_ccuc,3,24,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,413.0,17.32626777777778
146,jgoldverg@gmail.com_ccuc,2,24,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,413.0,1600.8194338888889
147,jgoldverg@gmail.com_system76,1,24,10.870253362280168,735953407.283039,4782.911479403273,8218.196433867797,13000,413.0,1.4913888888888889
148,jgoldverg@gmail.com_system76,3,24,96.60221212516677,8281383856.546121,42504.97333507337,108524.58818644515,151028,413.0,17.32626777777778
149,jgoldverg@gmail.com_system76,2,24,8669.798088413827,9227435193.319054,3814711.1589020854,10139163.763444176,13953874,413.0,1600.8194338888889
